ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Q1.1_1_TEXT,Q1.1_2_TEXT,Q1.1_3_TEXT,Q1.1_4_TEXT,Q1.1_5_TEXT,Q1.1_6_TEXT,Q1.1_7_TEXT,Q1.2,Q1.3,Q1.4,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3,Q2.4,Q2.5,Q2.6,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8,Q2.9_1,Q2.10,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6,Q3.7,Q3.8_1,Q3.8_2,Q3.8_3,Q3.8_4,Q3.9,Q3.10,Q4.1,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.3,Q4.4,Q4.5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.7,Q4.8,Q4.9,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.3,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7,Q5.8_1,Q5.8_2,Q5.8_3,Q5.8_4,Q5.9,Q5.10,Q6.1,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.3,Q6.4,Q6.5,Q6.6_1,Q6.6_2,Q6.6_3,Q6.6_4,Q6.7,Q6.8,Q6.9,Q7.1,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.3,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7,Q7.8_1,Q7.8_2,Q7.8_3,Q7.8_4,Q7.9,Q7.10,Q7.11_1,Q7.11_2,Q7.11_3,Q7.11_4,Q7.12,Q7.13,Q7.14_1,Q7.14_2,Q7.14_3,Q7.14_4,Q7.15,Q7.16,LocationLatitude,LocationLongitude,LocationAccuracy
R_10CW2Wrw3E8Sw6p,Default Response Set,,2015-03-29 18:00:20,2015-03-29 18:05:36,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.2,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,8.342,9.559,13.446,3,1,1,Mostly Positive,,0,0,14.853,0,1,10,1,1,4.925,7.251,8.103,3,1,"(1, 5)",6.159,7.289,9.553,2,1,Mostly Positive,2.471,10.16,11.396,4,1,16,1,12.756,18.79,20.218,3,1,"(3, 6)",,4.321,11.732,14.038,4,1,"(1, 3) and (2, 2)",,1,13.441,17.719,21.355,4,1,"(5, 13)",8.342,9.477,11.565,2,1,K,8.432,9.402,10.706,2,1,S and V,1,11.57,19.868,20.977,5,1,F and H,,4.589,8.092,9.737,3,1,4,1,1,3.49,4.721,5.926,2,1,"(3, 9) and (6, 8)",6.431,7.724,8.741,2,1,"(4, 1) and (5, 13)",6.21,7.135,8.227,2,1,"C, S",5.42,8.593,9.534,3,1,T,9.508,12.65,13.931,3,1,13,,,-1
R_31nEWYwOrYV02ta,Default Response Set,,2015-03-29 19:24:53,2015-03-29 19:36:48,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.1,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,7.742,7.742,8.94,1,1,1,Mostly Positive,,0,0,17.291,0,1,3,1,1,20.367,20.367,27.323,1,1,"(5, 13)",8.002,8.002,9.188,1,1,Mostly Positive,11.078,13.487,14.648,2,1,3,1,14.104,66.166,67.034,7,1,"(3, 6)",,7.325,80.315,81.734,6,1,<em>Unsure</em>,1,1,10.686,10.686,12.171,1,1,"(5, 13)",11.465,11.465,12.703,1,1,S,17.382,17.382,18.506,1,1,<em>Unsure</em>,1,130.621,130.621,132.195,1,1,C and H,1,7.237,11.125,18.821,6,1,4,1,1,17.626,17.626,19.042,1,1,"(3, 9) and (6, 8)",13.343,13.343,14.605,1,1,"(4, 1) and (5, 13)",11.38,11.38,12.324,1,1,"C, S",6.349,6.349,7.482,1,1,L,10.037,22.413,23.528,4,1,10,,,-1
R_3fGywcXXxqnnhbt,Default Response Set,,2015-03-29 19:37:22,2015-03-29 19:46:24,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.3,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,11.795,20.248,21.938,2,1,1,Mostly Positive,,10.654,10.654,46.84,1,1,2,1,1,7.74,17.858,18.728,2,1,"(4, 1)",7.539,16.204,17.515,2,1,Mostly Positive,3.926,12.692,33.479,4,1,2,1,16.998,16.998,18.098,1,1,"(3, 6)",,12.42,12.42,13.851,1,1,"(1, 3) and (2, 2)",,1,13.821,13.821,14.666,1,1,"(1, 5)",8.219,8.219,10.394,1,1,S,14.241,14.241,17.373,1,1,S and V,1,4.542,31.16,48.066,2,1,F and H,,9.25,11.152,12.271,3,1,4,1,1,24.017,24.017,28.792,1,1,"(3, 9) and (6, 8)",16.527,16.527,18.873,1,1,"(4, 1) and (5, 13)",11.92,11.92,13.754,1,1,"K, S",21.097,32.843,34.281,2,1,L,20.556,22.445,23.619,3,1,11,,,-1
R_1mVnnjP1DSUQGLz,Default Response Set,,2015-03-29 21:50:32,2015-03-29 21:57:56,,,,,1,0,Firefox,36.0,Macintosh,1440x900,16.0.0,Browser,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,5.381,12.328,18.994,2,1,1,Mostly Positive,,8.032,35.45,39.273,3,1,4,,1,6.501,6.501,8.4,1,1,"(5, 13)",9.562,9.562,16.548,1,1,Mostly Positive,16.519,20.756,27.131,5,1,11,1,10.04,10.04,11.667,1,1,"(3, 6)",,17.811,26.42,29.312,2,1,"(1, 3) and (2, 2)",,1,13.074,13.074,15.373,1,1,"(1, 5)",5.784,5.784,7.217,1,1,S,7.422,7.422,8.868,1,1,S and V,1,7.609,15.851,18.21,2,1,F and H,,4.127,22.781,25.309,9,1,3,1,1,9.213,9.213,11.053,1,1,"(3, 9) and (6, 8)",4.713,4.713,6.342,1,1,"(4, 1) and (5, 13)",7.843,7.843,9.207,1,1,"C, K",16.795,16.795,17.976,1,1,T,10.6,12.515,15.43,2,1,11,,,-1
R_3etdH2ho3ueZh1Q,Default Response Set,,2015-03-29 21:58:53,2015-03-29 22:09:45,,,,,1,0,Chrome,42.0.2311.60,Windows NT 6.1,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.60 Safari/537.36",1,1,1,1,13.921,13.921,15.806,1,1,1,Mostly Positive,,23.365,124.12,126.87,5,1,6,1,1,10.174,32.901,34.321,2,1,"(1, 5)",12.68,12.68,13.978,1,1,Mostly Negative,23.193,25.672,26.712,2,1,20,1,9.803,53.665,56.007,3,1,"(3, 6)",,14.575,14.575,18.766,1,1,"(1, 3) and (2, 2)",,1,15.275,15.275,17.138,1,1,"(1, 5)",9.068,9.068,10.447,1,1,S,8.714,8.714,9.921,1,1,S and V,1,12.699,12.699,14.353,1,1,F and H,,9.123,10.781,14.445,3,1,4,1,1,14.577,14.577,16.559,1,1,"(3, 9) and (6, 8)",20.628,20.628,22.573,1,1,"(4, 1) and (5, 13)",11.622,11.622,12.621,1,1,"K, S",16.865,16.865,18.129,1,1,L,13.927,15.53,16.74,2,1,11,,,-1
R_3jT2q0aUNyrVW5Q,Default Response Set,,2015-03-29 22:07:33,2015-03-29 22:16:01,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.1,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,10.735,22.59,23.416,5,1,1,Mostly Positive,,5.214,68.375,69.33,6,1,6,1,1,1.729,12.98,14.047,4,1,"(4, 1)",15.355,16.331,17.18,2,1,<em>Unsure</em>,4.4,17.545,34.335,4,1,3,1,5.188,18.269,19.091,5,1,"(3, 6)",,2.532,8.2,8.971,4,1,"(1, 3) and (2, 2)",,1,5.482,19.319,20.749,3,1,"(1, 5)",2.919,13.111,14.221,3,1,S,11.995,13.286,14.367,2,1,S and V,1,15.627,25.778,27.219,6,1,F and H,,4.174,36.017,36.867,11,1,4,1,1,9.624,10.342,11.31,2,1,"(3, 9) and (6, 8)",8.339,9.766,10.835,2,1,"(4, 1) and (5, 13)",2.846,8.378,9.226,3,1,"C, K",11.207,12.129,13.4,2,1,L,3.653,15.086,15.854,6,1,11,,,-1
R_1Nh3ExR8KJEQBuu,Default Response Set,,2015-03-29 22:13:23,2015-03-29 22:23:49,,,,,1,0,Firefox,36.0,Ubuntu,1440x900,11.2.202,,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,9.012,9.012,16.69,1,1,1,Mostly Positive,,16.341,20.507,52.568,2,1,7,1,1,17.442,17.442,19.056,1,1,"(4, 1)",36.845,36.845,37.961,1,1,Mostly Positive,61.673,65.544,67.285,3,1,20,1,20.252,20.252,21.607,1,1,"(3, 6)",,28.491,28.491,31.431,1,1,"(1, 3) and (2, 2)",,1,10.554,10.554,11.864,1,1,"(1, 5)",9.437,9.437,10.764,1,1,S,33.325,33.325,34.599,1,1,S and V,1,14.159,37.705,39.337,4,1,C and H,1,6.823,12.577,13.568,4,1,4,1,1,12.007,12.007,13.051,1,1,"(3, 9) and (6, 8)",10.632,11.804,12.281,2,1,"(4, 1) and (5, 13)",13.483,13.483,14.785,1,1,"C, S",5.993,5.993,7.315,1,1,T,15.549,17.466,18.495,2,1,11,,,-1
R_1OOyuWMzuNnwrwx,Default Response Set,,2015-03-29 22:27:29,2015-03-29 22:38:19,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.1,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,12.413,23.322,30.777,3,1,1,Mostly Positive,,0,0,31.563,0,1,5,1,1,10.833,33.181,36.062,3,1,"(4, 1)",9.387,9.387,11.676,1,1,Mostly Positive,19.038,21.402,23.089,2,1,8,1,7.219,7.219,21.616,1,1,"(0, 2)",1,20.694,20.694,41.168,1,1,"(1, 3) and (2, 2)",,1,21.441,21.441,23.371,1,1,"(1, 5)",8.172,8.172,12.076,1,1,S,9.603,9.603,13.246,1,1,S and V,1,13.99,46.578,47.98,3,1,F and H,,4.992,7.221,17.376,2,1,4,1,1,23.707,23.707,25.972,1,1,"(3, 9) and (6, 8)",27.901,47.41,49.923,3,1,"(1, 5) and (5, 13)",7.241,7.241,9.376,1,1,"K, S",8.291,8.291,15.743,1,1,O,11.229,13.785,15.647,2,1,7,,,-1
R_Bunrbk8Ng7TrVWp,Default Response Set,,2015-03-29 23:57:45,2015-03-30 00:10:46,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.3,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,10.658,16.947,18.513,3,1,1,Mostly Positive,,33.726,36.808,41.6,2,1,6,1,1,14.064,15.76,18.147,2,1,"(4, 1)",14.5,23.886,26.662,3,1,<em>Unsure</em>,31.77,39.081,41.36,3,1,20,1,14.173,15.647,17.84,2,1,"(3, 6)",,41.287,42.9,44.791,2,1,"(1, 3) and (2, 2)",,1,13.283,14.903,17.137,2,1,"(1, 5)",10.661,11.968,14.19,2,1,S,14.853,16.224,18.059,2,1,S and V,1,12.549,61.628,63.455,14,1,C and H,1,3.611,25.991,27.983,4,1,4,1,1,11.817,13.595,15.886,2,1,"(3, 9) and (6, 8)",8.695,13.465,16.013,2,1,"(4, 1) and (5, 13)",9.981,11.608,14.099,2,1,"C, S",16.192,18.033,20.32,2,1,L,14.072,19.353,21.863,3,1,11,,,-1
R_2U0l9l5Xc2fqdAo,Default Response Set,,2015-03-30 00:04:51,2015-03-30 00:11:42,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.3,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,9.683,9.683,10.696,1,1,1,Mostly Positive,,7.912,17.789,24.951,4,1,3,1,1,11.866,11.866,12.749,1,1,"(5, 13)",9.612,9.612,10.309,1,1,<em>Unsure</em>,17.178,45.141,48.352,5,1,1,1,12.078,12.44,13.453,2,1,"(3, 6)",,9.437,9.437,10.495,1,1,"(1, 3) and (2, 2)",,1,22.344,22.344,23.01,1,1,"(1, 5)",10.949,10.949,11.598,1,1,S,22.956,23.443,24.292,2,1,K and S,1,4.027,32.496,33.426,5,1,F and H,,9.036,10.267,11.602,2,1,4,1,1,9.326,9.326,10.078,1,1,"(3, 9) and (6, 8)",10.251,11.105,12.074,2,1,"(4, 1) and (5, 13)",9.432,9.432,10.085,1,1,"C, K",13.249,13.249,14.396,1,1,L,4.679,18.704,21.21,4,1,14,,,-1
R_2eVvypfWgihQeJT,Default Response Set,,2015-03-30 00:23:09,2015-03-30 00:32:02,,,,,1,0,Firefox,27.0,Windows NT 6.1,1536x864,17.0.0,Browser,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,1,1,1,1,21.288,34.323,36.405,2,1,1,Mostly Positive,,0,0,59.982,0,1,6,1,1,6.773,6.773,9.318,1,1,"(1, 5)",8.799,8.799,25.165,1,1,Mostly Positive,11.704,31.665,33.335,5,1,15,1,9.56,19.236,20.844,2,1,"(3, 6)",,11.865,11.865,15.875,1,1,"(1, 3) and (2, 2)",,1,10.566,10.566,11.831,1,1,"(5, 13)",9.494,9.494,10.765,1,1,S,17.755,17.755,19.188,1,1,S and V,1,14.677,33.152,35.214,8,1,F and H,,13.403,21.707,23.08,2,1,3,1,1,11.704,11.704,12.966,1,1,"(3, 9) and (6, 8)",7.084,7.084,8.388,1,1,"(4, 1) and (5, 13)",11.228,11.228,12.581,1,1,"C, S",6.069,6.069,7.873,1,1,T,14.41,31.693,32.519,5,1,7,,,-1
R_2X5uVTO5uMtDt1G,Default Response Set,,2015-03-30 00:28:24,2015-03-30 00:36:40,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.3,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,4.598,54.02,55.712,15,1,1,Mostly Positive,,2.232,46.978,50.005,10,1,6,1,1,4.721,18.778,19.671,6,1,"(5, 13)",1.913,12.949,14.42,7,1,Mostly Positive,1.929,29.157,30.507,13,1,18,1,8.074,44.393,45.942,13,1,"(3, 6)",,1.232,25.368,27.182,10,1,"(0, 4) and (2, 2)",1,1,1.679,22.788,25.683,6,1,"(1, 5)",12.088,14.86,16.036,3,1,S,9.579,13.482,25.518,4,1,S and V,1,1.856,28.574,30.348,10,1,C and H,1,1.585,20.555,25.015,9,1,3,1,1,8.852,10.243,10.925,2,1,"(3, 9) and (6, 8)",1.398,7.262,8.35,3,1,"(4, 1) and (5, 13)",6.849,8.289,9.369,2,1,"C, K",4.911,6.609,7.508,2,1,L,1.102,8.838,11.962,4,1,3,,,-1
R_3Pe2ldVI1scyRFF,Default Response Set,,2015-03-30 05:23:46,2015-03-30 05:31:35,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.0,1024x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,21.435,21.435,24.74,1,1,1,Mostly Positive,,0,0,40.848,0,1,7,1,1,23.968,23.968,26.327,1,1,"(1, 5)",13.889,13.889,18.11,1,1,Mostly Positive,16.177,18.337,19.631,2,1,11,1,14.635,14.635,15.743,1,1,"(3, 6)",,8.137,8.137,9.361,1,1,"(1, 3) and (2, 2)",,1,12.871,12.871,13.928,1,1,"(1, 5)",9.192,9.192,10.357,1,1,S,8.647,8.647,9.788,1,1,S and V,1,27.795,30.068,31.713,2,1,F and H,,11.35,13.173,14.022,2,1,4,1,1,14.176,14.176,15.181,1,1,"(3, 9) and (6, 8)",8.54,8.54,9.599,1,1,"(4, 1) and (5, 13)",19.28,19.28,20.35,1,1,"C, K",12.685,12.685,13.693,1,1,L,17.508,19.088,19.929,2,1,11,,,-1
R_11hjtF9sTllfHpK,Default Response Set,,2015-03-30 05:44:00,2015-03-30 05:51:34,,,,,1,0,Firefox,36.0,Windows NT 6.3,1920x1080,17.0.0,Browser,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,8.55,8.55,13.965,1,1,1,Mostly Positive,,0,0,18.91,0,1,5,1,1,26.433,26.433,28.922,1,1,"(4, 1)",22.895,22.895,25.408,1,1,Mostly Positive,15.701,19.084,20.568,2,1,6,1,13.787,13.787,16.262,1,1,"(3, 6)",,16.613,16.613,18.995,1,1,"(1, 3) and (2, 2)",,1,9.114,9.114,10.862,1,1,"(1, 5)",8.85,8.85,10.855,1,1,S,9.703,9.703,11.651,1,1,S and V,1,16.611,16.611,18.327,1,1,C and H,1,12.915,14.091,16.626,2,1,4,1,1,10.782,10.782,11.963,1,1,"(3, 9) and (6, 8)",11.547,11.547,13.416,1,1,"(4, 1) and (5, 13)",10.456,10.456,12.169,1,1,"C, K",13.173,13.173,15.825,1,1,L,19.399,21.398,22.993,2,1,10,,,-1
R_3PUcn0vWqw7JLpi,Default Response Set,,2015-03-30 06:13:04,2015-03-30 06:17:45,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.3,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,4.783,4.783,6.299,1,1,1,Mostly Positive,,16.616,16.616,19.868,1,1,7,1,1,8.409,8.409,9.591,1,1,"(4, 1)",6.246,6.246,7.082,1,1,Mostly Positive,2.163,6.436,7.599,2,1,12,1,6.772,6.772,7.928,1,1,"(0, 2)",1,7.861,7.861,9.146,1,1,"(1, 3) and (2, 2)",,1,18.192,18.192,19.107,1,1,"(1, 5)",5.807,5.807,6.467,1,1,K,23.196,23.196,24.002,1,1,S and V,1,4.918,4.918,8.626,1,1,C and F,1,4.93,11.659,12.614,3,1,5,1,1,11.333,11.333,12.179,1,1,"(3, 9) and (6, 8)",7.267,7.267,8.455,1,1,"(4, 1) and (5, 13)",5.961,5.961,6.989,1,1,"C, S",21.55,21.55,22.578,1,1,O,2.918,10.184,10.899,3,1,10,,,-1
R_3snw8WK4QHwBtz6,Default Response Set,,2015-03-30 06:34:31,2015-03-30 06:41:37,,,,,1,0,Firefox,30.0,Windows NT 6.0,1024x768,11.8.800,Browser,Mozilla/5.0 (Windows NT 6.0; rv:30.0) Gecko/20100101 Firefox/30.0,1,1,1,1,3.539,30.936,37.464,4,1,1,Mostly Positive,,7.435,50.348,52.925,3,1,7,1,1,12.659,12.659,14.53,1,1,"(5, 13)",8.078,8.078,9.759,1,1,Mostly Positive,11.313,14.43,15.605,3,1,11,1,8.645,8.645,10.197,1,1,"(3, 6)",,10.554,10.554,11.801,1,1,"(1, 3) and (2, 2)",,1,11.306,11.306,12.429,1,1,"(1, 5)",5.798,5.798,7.155,1,1,C,10.808,10.808,17.984,1,1,S and V,1,9.2,9.2,29.681,1,1,C and H,1,11.451,12.792,18.683,2,1,4,1,1,8.558,8.558,9.956,1,1,"(3, 9) and (6, 8)",13.694,13.694,15.077,1,1,"(4, 1) and (5, 13)",7.108,7.108,8.378,1,1,"C, S",9.2,9.2,10.826,1,1,L,8.464,9.747,10.837,2,1,11,,,-1
R_1IctBejJ1Qa9WA2,Default Response Set,,2015-03-30 06:50:43,2015-03-30 07:03:22,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.0,1600x900,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,13.651,20.577,22.884,3,1,1,Mostly Positive,,13.387,48.184,77.113,3,1,3,1,1,31.953,31.953,33.827,1,1,"(4, 1)",36.027,36.027,37.108,1,1,<em>Unsure</em>,28.155,32.41,33.663,2,1,4,1,40.518,40.518,41.825,1,1,"(3, 6)",,10.268,10.268,11.523,1,1,"(1, 3) and (2, 2)",,1,21.342,21.342,22.522,1,1,"(1, 5)",17.531,17.531,18.686,1,1,S,17.858,17.858,19.166,1,1,S and V,1,19.965,54.917,58.009,2,1,C and H,1,12.697,31.195,32.142,5,1,3,1,1,17.892,17.892,19.105,1,1,"(3, 9) and (6, 8)",21.257,21.257,22.416,1,1,"(4, 1) and (5, 13)",17.224,17.224,18.404,1,1,"C, K",15.306,15.306,16.234,1,1,T,38.408,46.271,47.309,2,1,11,,,-1
R_2CUKxvYeyPQHRd7,Default Response Set,,2015-03-30 07:26:10,2015-03-30 07:37:49,,,,,1,0,Firefox,36.0,Windows NT 6.1,1467x825,16.0.0,Browser,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,20.418,37.913,40.645,3,1,1,Mostly Positive,,10.476,104.573,114.598,4,1,5,1,1,10.358,10.358,12.618,1,1,"(5, 13)",7.318,7.318,13.076,1,1,Mostly Positive,7.196,77.394,78.601,9,1,20,1,11.254,40.493,41.865,3,1,"(3, 6)",,4.747,23.01,30.248,3,1,"(1, 3) and (2, 2)",,1,9.481,9.481,10.694,1,1,"(1, 5)",11.906,11.906,12.971,1,1,S,23.732,23.732,24.811,1,1,S and V,1,5.739,19.003,20.57,3,1,<em>Unsure</em>,1,9.472,33.968,39.299,5,1,4,1,1,7.667,7.667,9.634,1,1,"(3, 9) and (6, 8)",5.374,5.374,8.123,1,1,"(4, 1) and (5, 13)",9.089,9.089,10.34,1,1,"C, S",16.416,16.416,17.489,1,1,L,21.128,22.423,23.545,2,1,11,,,-1
R_11WStaqFMXjbb5a,Default Response Set,,2015-03-30 08:05:11,2015-03-30 09:00:18,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.1,1600x900,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,19.855,48.784,51.916,3,1,1,Mostly Positive,,0,0,27.987,0,1,6,1,1,4.158,4.158,5.502,1,1,"(1, 5)",3.927,3.927,5.792,1,1,Mostly Negative,6.944,19.556,23.57,2,1,10,1,3.657,31.641,33.743,3,1,"(3, 6)",,7.513,7.513,17.91,1,1,"(0, 4) and (1, 3)",1,1,9.175,9.175,10.388,1,1,"(1, 5)",11.35,11.35,12.745,1,1,K,7.208,7.208,8.33,1,1,S and V,1,7.191,8.175,14.903,2,1,C and H,1,3.2,22.919,44.156,5,1,1,1,1,2.532,2.532,4.777,1,1,"(3, 9) and (6, 8)",10.156,10.156,12.928,1,1,"(4, 1) and (5, 13)",9.014,9.014,9.849,1,1,"C, S",7.665,7.665,9.333,1,1,L,4.022,19.855,21.151,3,1,4,,,-1
R_2AQYPL0JXLTnX5h,Default Response Set,,2015-03-30 10:34:14,2015-03-30 10:39:24,,,,,1,0,Firefox,36.0,Windows NT 6.3,1366x768,16.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,6.865,7.136,10.478,2,1,1,Mostly Positive,,9.984,18.347,19.727,7,1,7,1,1,9.108,9.108,10.341,1,1,"(5, 13)",13.032,13.032,14.147,1,1,Mostly Positive,7.188,9.311,10.45,3,1,9,1,4.99,28.338,29.483,3,1,"(3, 6)",,15.708,15.708,16.505,1,1,"(1, 3) and (2, 2)",,1,8.908,8.908,9.532,1,1,"(1, 5)",4.997,4.997,5.762,1,1,S,3.578,3.578,4.607,1,1,S and V,1,11.512,11.512,15.013,1,1,C and H,1,8.542,9.864,10.784,3,1,3,1,1,7.148,7.148,8.188,1,1,"(3, 9) and (6, 8)",7.833,8.459,9.138,2,1,"(4, 1) and (5, 13)",11.228,11.228,12.503,1,1,"C, K",10.072,10.966,11.324,2,1,L,5.041,6.845,7.782,3,1,4,,,-1
R_9LvI7NyafsgMZ6p,Default Response Set,,2015-03-30 12:24:56,2015-03-30 12:33:04,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.3,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,27.932,27.932,28.986,1,1,1,Mostly Positive,,0,0,39.394,0,1,5,1,1,20.23,20.23,21.095,1,1,"(5, 13)",6.945,6.945,8.178,1,1,Mostly Positive,37.694,39.267,40.319,2,1,8,1,1.704,25.727,28.463,4,1,"(3, 6)",,3.878,14.815,16.136,3,1,"(1, 3) and (2, 2)",,1,18.241,18.241,19.039,1,1,"(1, 5)",10.469,10.469,11.204,1,1,S,6.566,6.566,7.591,1,1,S and V,1,2.573,33.541,34.628,2,1,F and H,,8.655,14.29,28.135,5,1,4,1,1,12.333,24.651,25.404,4,1,"(3, 9) and (6, 8)",16.122,45.841,47.153,3,1,<em>Unsure</em>,9.945,9.945,11.599,1,1,"K, S",9.856,9.856,11.002,1,1,L,16.117,17.72,18.622,2,1,11,,,-1
R_1DHdE8dsTg4dwex,Default Response Set,,2015-03-30 12:22:27,2015-03-30 12:49:25,,,,,1,0,Chrome,41.0.2272.101,Windows NT 6.1,1066x600,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,34.009,119.297,135.983,2,1,1,Mostly Negative,1,8.907,43.768,220.433,3,1,5,1,1,16.786,16.786,18.725,1,1,"(5, 13)",22.365,35.662,74.243,2,1,Mostly Positive,29.745,31.939,33.621,2,1,4,1,19.547,67.506,79.802,2,1,"(0, 2)",1,67.502,106.871,116.572,2,1,"(1, 3) and (2, 2)",,1,16.842,16.842,18.548,1,1,"(5, 13)",23.575,82.816,84.838,2,1,C,30.611,30.611,32.386,1,1,K and V,1,27.251,47.938,49.954,2,1,C and H,1,34.146,68.443,69.983,3,1,2,1,1,30.854,30.854,32.407,1,1,"(1, 7) and (6, 8)",9.843,47.914,49.651,2,1,"(4, 1) and (5, 13)",13.716,13.716,15.068,1,1,"C, K",25.665,25.665,27.152,1,1,T,22.897,102.281,104.033,6,1,4,,,-1
